OrderID,Location,Item,Total Amount,Weekday Classification,Meal Time,Order Time,Food Preparation time,Driver Assign Time,Food Delivery Time,Standard Preparation time,Standard Driver Assign Time,Standard Delivery Time,Variance % Preparartion Time,Variance % Assign Time,Variance % Delivery Time,Preparation time,Assign Time,Delivery Time,Overall Remarks,Major Issuses,,
OD1127,Koramangala,Chole Bhature,600,Weekend,Evening,Non-Peak Time,27,2,15,22,2,10,22.73%,0.00%,50.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1604,Jayanagar,Fish Curry,190,Weekend,Evening,Peak time,33,15,11,15,2,12,120.00%,650.00%,-8.33%,Delayed,Immediate Attention,Before Time,Risk,Assign Time,,
OD2042,Marathahalli,Chicken Biryani,700,Weekend,Evening,Non-Peak Time,46,3,18,30,2,10,53.33%,50.00%,80.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time",Delivery Time,,
OD0533,Marathahalli,Fish Curry,190,Weekend,Evening,Non-Peak Time,27,2,17,15,2,10,80.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0120,Jayanagar,Paneer Paratha,480,Weekend,Morning,Non-Peak Time,29,2,12,18,2,12,61.11%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD0534,Malleswaram,Chicken Tikka,355,Weekend,Night,Peak time,58,2,14,10,2,10,480.00%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0388,HSR Layout,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,24,2,12,10,2,20,140.00%,0.00%,-40.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1662,Whitefield,Pizza,1350,Weekday,Evening,Peak time,52,2,45,26,2,15,100.00%,0.00%,200.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0808,MG Road,Idli,195,Weekday,Morning,Peak time,72,2,12,15,2,20,380.00%,0.00%,-40.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0321,BTM Layout,Chole Bhature,400,Weekday,Morning,Peak time,45,9,12,22,2,15,104.55%,350.00%,-20.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0669,Indiranagar,Idli,130,Weekend,Morning,Non-Peak Time,23,3,15,15,2,15,53.33%,50.00%,0.00%,Delayed,Delayed,On Time,"Preparation time,Assign Time",Preparation time,,
OD1254,HSR Layout,Ghee Upma,297,Weekday,Morning,Peak time,47,16,42,18,2,20,161.11%,700.00%,110.00%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0195,Jayanagar,Tandoori Chicken,1080,Weekend,Noon,Non-Peak Time,53,2,10,28,2,12,89.29%,0.00%,-16.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0606,HSR Layout,Idli,325,Weekend,Morning,Non-Peak Time,41,3,14,15,2,20,173.33%,50.00%,-30.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD0467,Koramangala,Puri Bhaji,150,Weekday,Morning,Peak time,50,2,14,15,2,10,233.33%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1255,HSR Layout,Sushi,350,Weekend,Night,Peak time,56,12,14,26,2,20,115.38%,500.00%,-30.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0390,Jayanagar,Chole Bhature,400,Weekday,Morning,Non-Peak Time,14,2,34,22,2,12,-36.36%,0.00%,183.33%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0121,Whitefield,Samosa,100,Weekend,Evening,Non-Peak Time,43,2,13,10,2,15,330.00%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0122,Whitefield,Chicken Curry,650,Weekend,Night,Non-Peak Time,35,7,18,20,2,15,75.00%,250.00%,20.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD0198,Koramangala,Fried Rice,500,Weekend,Night,Peak time,47,6,11,20,2,10,135.00%,200.00%,10.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD0041,HSR Layout,Chicken Biryani,700,Weekend,Evening,Non-Peak Time,48,3,10,30,2,20,60.00%,50.00%,-50.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0468,Whitefield,Paneer Tikka,540,Weekday,Evening,Non-Peak Time,36,2,20,21,2,15,71.43%,0.00%,33.33%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1202,Koramangala,Sushi,700,Weekday,Evening,Non-Peak Time,40,2,10,26,2,10,53.85%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD0322,Koramangala,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,12,2,14,10,2,10,20.00%,0.00%,40.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0880,BTM Layout,Idli,130,Weekday,Morning,Peak time,38,2,25,15,2,15,153.33%,0.00%,66.67%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1795,Malleswaram,Samosa,100,Weekday,Night,Non-Peak Time,34,2,10,10,2,10,240.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0536,Indiranagar,Poha,75,Weekend,Morning,Peak time,22,2,31,15,2,15,46.67%,0.00%,106.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0469,Marathahalli,Sushi,350,Weekday,Night,Non-Peak Time,51,1,15,26,2,10,96.15%,-50.00%,50.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0881,HSR Layout,Poha,150,Weekday,Morning,Non-Peak Time,38,6,12,15,2,20,153.33%,200.00%,-40.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0323,Koramangala,Samosa,80,Weekday,Evening,Non-Peak Time,26,2,14,10,2,10,160.00%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1929,Jayanagar,Sushi,350,Weekend,Night,Peak time,52,18,11,26,2,12,100.00%,800.00%,-8.33%,Delayed,Immediate Attention,Before Time,Risk,Assign Time,,
OD1539,Malleswaram,Burger,210,Weekend,Evening,Non-Peak Time,54,2,12,16,2,10,237.50%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0538,BTM Layout,Butter Naan,160,Weekend,Night,Peak time,39,2,25,10,2,15,290.00%,0.00%,66.67%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD2043,Koramangala,Puri Bhaji,150,Weekend,Morning,Peak time,42,2,11,15,2,10,180.00%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1866,Jayanagar,Samosa,100,Weekday,Night,Peak time,52,3,11,10,2,12,420.00%,50.00%,-8.33%,Immediate Attention,Delayed,Before Time,Risk,Preparation time,,
OD1203,Marathahalli,Masala Dosa,120,Weekday,Evening,Non-Peak Time,27,2,17,12,2,10,125.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1664,Whitefield,Fish Curry,190,Weekday,Evening,Peak time,37,12,13,15,2,15,146.67%,500.00%,-13.33%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0671,Jayanagar,Veg Biryani,580,Weekend,Noon,Non-Peak Time,48,2,19,25,2,12,92.00%,0.00%,58.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0470,Whitefield,Butter Chicken,945,Weekday,Night,Peak time,40,11,54,15,2,15,166.67%,450.00%,260.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD0392,MG Road,Tandoori Chicken,1080,Weekday,Night,Non-Peak Time,42,7,12,28,2,20,50.00%,250.00%,-40.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0200,Koramangala,Butter Naan,160,Weekend,Night,Peak time,47,18,12,10,2,10,370.00%,800.00%,20.00%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD1999,Whitefield,Chole Bhature,200,Weekend,Morning,Non-Peak Time,57,3,14,22,2,15,159.09%,50.00%,-6.67%,Immediate Attention,Delayed,Before Time,Risk,Preparation time,,
OD1066,Brigade Road,Butter Chicken,945,Weekend,Night,Non-Peak Time,45,5,13,15,2,22,200.00%,150.00%,-40.91%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0884,Marathahalli,Paneer Paratha,320,Weekday,Noon,Non-Peak Time,23,2,23,18,2,10,27.78%,0.00%,130.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0610,Marathahalli,Veg Biryani,580,Weekend,Night,Peak time,25,2,53,25,2,10,0.00%,0.00%,430.00%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0673,Malleswaram,Veg Biryani,580,Weekend,Night,Non-Peak Time,50,2,14,25,2,10,100.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1930,Koramangala,Idli,65,Weekend,Morning,Non-Peak Time,19,2,14,15,2,10,26.67%,0.00%,40.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD2045,Jayanagar,Pav Bhaji,300,Weekend,Noon,Non-Peak Time,13,1,34,20,2,12,-35.00%,-50.00%,183.33%,Way Before Time,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD0042,BTM Layout,Aloo Paratha,220,Weekend,Morning,Non-Peak Time,21,2,13,10,2,15,110.00%,0.00%,-13.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1327,Jayanagar,Chicken Curry,650,Weekday,Night,Peak time,59,2,13,20,2,12,195.00%,0.00%,8.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0124,Marathahalli,Idli,65,Weekend,Morning,Peak time,23,2,40,15,2,10,53.33%,0.00%,300.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1132,Koramangala,Chicken Tikka,355,Weekend,Noon,Non-Peak Time,19,3,12,10,2,10,90.00%,50.00%,20.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD0202,Whitefield,Pav Bhaji,300,Weekend,Noon,Non-Peak Time,28,2,16,20,2,15,40.00%,0.00%,6.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0043,Marathahalli,Paneer Paratha,160,Weekend,Morning,Non-Peak Time,58,3,30,18,2,10,222.22%,50.00%,200.00%,Immediate Attention,Delayed,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD2046,Malleswaram,Poha,75,Weekend,Morning,Peak time,24,16,10,15,2,10,60.00%,700.00%,0.00%,Delayed,Immediate Attention,On Time,Risk,Assign Time,,
OD1800,Koramangala,Fish Curry,190,Weekday,Evening,Non-Peak Time,40,2,12,15,2,10,166.67%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1067,Malleswaram,Burger,210,Weekend,Night,Non-Peak Time,11,2,24,16,2,10,-31.25%,0.00%,140.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1068,Marathahalli,Chicken Biryani,700,Weekend,Evening,Non-Peak Time,43,2,30,30,2,10,43.33%,0.00%,200.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0674,Malleswaram,Mutton Biryani,780,Weekend,Evening,Non-Peak Time,42,2,12,35,2,10,20.00%,0.00%,20.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time","Preparation time,Delivery Time",,
OD0944,Jayanagar,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,45,2,16,10,2,12,350.00%,0.00%,33.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0612,Jayanagar,Paneer Tikka,180,Weekend,Noon,Non-Peak Time,38,2,14,21,2,12,80.95%,0.00%,16.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1607,Indiranagar,Veg Biryani,580,Weekend,Noon,Non-Peak Time,38,2,15,25,2,15,52.00%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1665,Whitefield,Fish Curry,190,Weekday,Night,Peak time,24,2,56,15,2,15,60.00%,0.00%,273.33%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1867,Koramangala,Butter Naan,160,Weekday,Noon,Non-Peak Time,16,2,12,10,2,10,60.00%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1868,HSR Layout,Idli,195,Weekday,Noon,Non-Peak Time,32,1,12,15,2,20,113.33%,-50.00%,-40.00%,Delayed,Way Before Time,Way Before Time,Preparation time,Preparation time,,
OD0393,Marathahalli,Paneer Paratha,160,Weekday,Morning,Peak time,15,2,59,18,2,10,-16.67%,0.00%,490.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1331,Whitefield,Chicken Tikka,355,Weekday,Evening,Non-Peak Time,31,2,13,10,2,15,210.00%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1134,Whitefield,Paneer Tikka,180,Weekend,Evening,Non-Peak Time,51,2,11,21,2,15,142.86%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD2000,Indiranagar,Samosa,100,Weekend,Evening,Peak time,45,2,10,10,2,15,350.00%,0.00%,-33.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0676,HSR Layout,Chicken Biryani,350,Weekend,Night,Peak time,43,11,37,30,2,20,43.33%,450.00%,85.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD1259,Indiranagar,Fish Curry,190,Weekday,Noon,Non-Peak Time,19,2,19,15,2,15,26.67%,0.00%,26.67%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time","Preparation time,Delivery Time",,
OD0204,Marathahalli,Poha,225,Weekend,Morning,Non-Peak Time,43,1,13,15,2,10,186.67%,-50.00%,30.00%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD1871,BTM Layout,Idli,130,Weekday,Morning,Peak time,46,4,10,15,2,15,206.67%,100.00%,-33.33%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1069,Koramangala,Burger,210,Weekend,Night,Non-Peak Time,48,2,10,16,2,10,200.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0614,Jayanagar,Chicken Biryani,700,Weekend,Night,Peak time,54,18,20,30,2,12,80.00%,800.00%,66.67%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD1931,Jayanagar,Butter Naan,160,Weekend,Night,Peak time,29,15,37,10,2,12,190.00%,650.00%,208.33%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1070,Koramangala,Chole Bhature,400,Weekend,Noon,Non-Peak Time,15,2,23,22,2,10,-31.82%,0.00%,130.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1666,Malleswaram,Tandoori Chicken,1080,Weekday,Evening,Peak time,58,2,14,28,2,10,107.14%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1932,Indiranagar,Paneer Paratha,320,Weekend,Morning,Non-Peak Time,56,2,13,18,2,15,211.11%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1204,Koramangala,Samosa,100,Weekday,Noon,Non-Peak Time,10,5,22,10,2,10,0.00%,150.00%,120.00%,On Time,Immediate Attention,Delayed,Risk,Assign Time,,
OD1261,Malleswaram,Ghee Upma,99,Weekday,Morning,Peak time,41,2,23,18,2,10,127.78%,0.00%,130.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0678,Jayanagar,Aloo Paratha,110,Weekend,Night,Peak time,45,1,74,10,2,12,350.00%,-50.00%,516.67%,Immediate Attention,Way Before Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0541,BTM Layout,Fried Rice,500,Weekend,Night,Peak time,23,2,37,20,2,15,15.00%,0.00%,146.67%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0272,MG Road,Masala Dosa,360,Weekday,Morning,Peak time,36,10,18,12,2,20,200.00%,400.00%,-10.00%,Immediate Attention,Immediate Attention,Before Time,Risk,"Preparation time,Assign Time",,
OD0679,Koramangala,Idli,130,Weekend,Morning,Non-Peak Time,24,11,10,15,2,10,60.00%,450.00%,0.00%,Delayed,Immediate Attention,On Time,Risk,Assign Time,,
OD1415,Brigade Road,Chicken Tikka,355,Weekday,Noon,Non-Peak Time,30,2,12,10,2,22,200.00%,0.00%,-45.45%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0810,Marathahalli,Chicken Biryani,700,Weekend,Night,Non-Peak Time,54,1,27,30,2,10,80.00%,-50.00%,170.00%,Delayed,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD1669,Malleswaram,Poha,75,Weekday,Morning,Non-Peak Time,11,2,23,15,2,10,-26.67%,0.00%,130.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1487,Jayanagar,Pav Bhaji,300,Weekend,Noon,Non-Peak Time,57,3,11,20,2,12,185.00%,50.00%,-8.33%,Immediate Attention,Delayed,Before Time,Risk,Preparation time,,
OD1333,Whitefield,Idli,195,Weekday,Morning,Peak time,40,6,12,15,2,15,166.67%,200.00%,-20.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0615,Brigade Road,Paneer Tikka,180,Weekend,Noon,Non-Peak Time,41,3,14,21,2,22,95.24%,50.00%,-36.36%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD1205,Malleswaram,Idli,65,Weekday,Morning,Peak time,46,2,16,15,2,10,206.67%,0.00%,60.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0885,Whitefield,Pasta,500,Weekday,Noon,Non-Peak Time,40,3,20,29,2,15,37.93%,50.00%,33.33%,Slight Delay,Delayed,Slight Delay,Assign Time,Assign Time,,
OD1004,Indiranagar,Puri Bhaji,750,Weekend,Morning,Non-Peak Time,25,2,13,15,2,15,66.67%,0.00%,-13.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1544,BTM Layout,Burger,210,Weekend,Noon,Non-Peak Time,30,2,11,16,2,15,87.50%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1935,Brigade Road,Pasta,500,Weekend,Evening,Peak time,54,17,16,29,2,22,86.21%,750.00%,-27.27%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0812,Marathahalli,Samosa,40,Weekday,Evening,Non-Peak Time,42,2,12,10,2,10,320.00%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1670,Koramangala,Chole Bhature,200,Weekday,Morning,Non-Peak Time,19,2,19,22,2,10,-13.64%,0.00%,90.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD2001,MG Road,Fried Rice,500,Weekend,Night,Peak time,56,3,29,20,2,20,180.00%,50.00%,45.00%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD1802,Malleswaram,Butter Naan,160,Weekday,Night,Non-Peak Time,30,1,12,10,2,10,200.00%,-50.00%,20.00%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD1545,Malleswaram,Chole Bhature,600,Weekend,Evening,Non-Peak Time,33,2,14,22,2,10,50.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1335,BTM Layout,Veg Biryani,580,Weekday,Night,Peak time,37,8,32,25,2,15,48.00%,300.00%,113.33%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0616,Whitefield,Ghee Upma,297,Weekend,Morning,Peak time,23,2,37,18,2,15,27.78%,0.00%,146.67%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0473,Brigade Road,Butter Naan,160,Weekday,Evening,Non-Peak Time,35,3,13,10,2,22,250.00%,50.00%,-40.91%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD0273,Jayanagar,Masala Dosa,120,Weekday,Night,Non-Peak Time,48,2,12,12,2,12,300.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD1206,Whitefield,Aloo Paratha,110,Weekday,Morning,Peak time,29,7,20,10,2,15,190.00%,250.00%,33.33%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD0887,Jayanagar,Hakka Noodles,260,Weekday,Evening,Non-Peak Time,26,1,18,16,2,12,62.50%,-50.00%,50.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1417,Marathahalli,Samosa,100,Weekday,Evening,Non-Peak Time,15,2,17,10,2,10,50.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1005,Marathahalli,Fried Rice,500,Weekend,Noon,Non-Peak Time,30,2,19,20,2,10,50.00%,0.00%,90.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0888,MG Road,Chicken Biryani,700,Weekday,Evening,Peak time,42,10,31,30,2,20,40.00%,400.00%,55.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0814,Marathahalli,Idli,65,Weekday,Morning,Peak time,54,1,20,15,2,10,260.00%,-50.00%,100.00%,Immediate Attention,Way Before Time,Delayed,Risk,Preparation time,,
OD1937,MG Road,Chicken Biryani,350,Weekend,Night,Peak time,38,2,39,30,2,20,26.67%,0.00%,95.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0126,Jayanagar,Pav Bhaji,300,Weekend,Evening,Non-Peak Time,24,2,14,20,2,12,20.00%,0.00%,16.67%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD1612,Indiranagar,Chicken Biryani,700,Weekend,Evening,Non-Peak Time,49,3,13,30,2,15,63.33%,50.00%,-13.33%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0946,Marathahalli,Hakka Noodles,260,Weekday,Evening,Non-Peak Time,27,1,20,16,2,10,68.75%,-50.00%,100.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1547,Koramangala,Noodles,250,Weekend,Night,Non-Peak Time,61,2,18,10,2,10,510.00%,0.00%,80.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1672,MG Road,Noodles,250,Weekday,Evening,Peak time,47,2,11,10,2,20,370.00%,0.00%,-45.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1613,BTM Layout,Paneer Tikka,180,Weekend,Evening,Non-Peak Time,37,1,12,21,2,15,76.19%,-50.00%,-20.00%,Delayed,Way Before Time,Way Before Time,Preparation time,Preparation time,,
OD1337,Whitefield,Poha,75,Weekday,Morning,Non-Peak Time,23,18,15,15,2,15,53.33%,800.00%,0.00%,Delayed,Immediate Attention,On Time,Risk,Assign Time,,
OD1338,BTM Layout,Aloo Paratha,220,Weekday,Morning,Peak time,70,1,14,10,2,15,600.00%,-50.00%,-6.67%,Immediate Attention,Way Before Time,Before Time,Risk,Preparation time,,
OD0127,HSR Layout,Chicken Tikka,355,Weekend,Noon,Non-Peak Time,22,1,15,10,2,20,120.00%,-50.00%,-25.00%,Delayed,Way Before Time,Way Before Time,Preparation time,Preparation time,,
OD0474,BTM Layout,Burger,210,Weekday,Night,Peak time,21,1,40,16,2,15,31.25%,-50.00%,166.67%,Slight Delay,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD1209,Marathahalli,Chole Bhature,200,Weekday,Morning,Non-Peak Time,57,2,11,22,2,10,159.09%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1675,Whitefield,Paneer Paratha,160,Weekday,Morning,Non-Peak Time,34,2,15,18,2,15,88.89%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1210,Malleswaram,Poha,150,Weekday,Morning,Non-Peak Time,33,4,13,15,2,10,120.00%,100.00%,30.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD0681,Marathahalli,Tandoori Chicken,1080,Weekend,Noon,Non-Peak Time,42,2,22,28,2,10,50.00%,0.00%,120.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0546,MG Road,Ghee Upma,198,Weekend,Morning,Peak time,56,2,35,18,2,20,211.11%,0.00%,75.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0330,HSR Layout,Butter Naan,160,Weekday,Night,Non-Peak Time,12,2,26,10,2,20,20.00%,0.00%,30.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD0049,BTM Layout,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,28,2,11,10,2,15,180.00%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD2002,MG Road,Masala Dosa,120,Weekend,Morning,Peak time,71,2,17,12,2,20,491.67%,0.00%,-15.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1805,Malleswaram,Chole Bhature,200,Weekday,Morning,Peak time,44,2,12,22,2,10,100.00%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1876,Marathahalli,Noodles,250,Weekday,Night,Peak time,54,2,39,10,2,10,440.00%,0.00%,290.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1806,Marathahalli,Poha,150,Weekday,Morning,Peak time,18,2,47,15,2,10,20.00%,0.00%,370.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD1418,MG Road,Fried Rice,500,Weekday,Evening,Peak time,34,2,29,20,2,20,70.00%,0.00%,45.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1342,Jayanagar,Masala Dosa,120,Weekday,Morning,Peak time,84,2,19,12,2,12,600.00%,0.00%,58.33%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0332,Indiranagar,Butter Chicken,945,Weekday,Noon,Non-Peak Time,32,2,11,15,2,15,113.33%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1808,BTM Layout,Hakka Noodles,260,Weekday,Night,Peak time,40,2,12,16,2,15,150.00%,0.00%,-20.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0397,Jayanagar,Butter Chicken,945,Weekday,Noon,Non-Peak Time,11,3,35,15,2,12,-26.67%,50.00%,191.67%,Way Before Time,Delayed,Immediate Attention,Risk,Delivery Time,,
OD1809,Marathahalli,Tandoori Chicken,1080,Weekend,Night,Non-Peak Time,55,7,17,28,2,10,96.43%,250.00%,70.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0398,Whitefield,Sushi,350,Weekday,Night,Peak time,34,2,33,26,2,15,30.77%,0.00%,120.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1810,Koramangala,Hakka Noodles,260,Weekday,Night,Non-Peak Time,23,2,14,16,2,10,43.75%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
